No.,Class,SMILES,pIC50,Y-Label,MW,RBN,nCIC,nHDon,nHAcc,ALogP,TPSA,Qm,Energy,Dipole moment,HOMO,LUMO,HOMO-LUMO gap,Article Title,Reference
345,Non-Steroid,O=C(C1=CC=C(OC)C=C1C/2)C2=C(C3=CC=NC=C3)/[H],5.318758763,Inactive,251.3,2,3,0,3,2.64,39.19,0.2085795,-822.7160605,4.9269,-0.23324,-0.08271,0.15053,"Aromatase inhibitors. Syntheses and structure-activity studies of novel pyridyl-substituted indanones, indans, and tetralins",J Med Chem. 1994;37(9):1275-85
346,Non-Steroid,O=C(C1=CC=C(OC)C=C1C/2)C2=C([H])/C3=CC=NC=C3,5.200659451,Inactive,251.3,2,3,0,3,2.64,39.19,0.208580844,-822.7160606,4.9273,-0.23324,-0.0827,0.15054,"Aromatase inhibitors. Syntheses and structure-activity studies of novel pyridyl-substituted indanones, indans, and tetralins",J Med Chem. 1994;37(9):1275-86
347,Non-Steroid,O=C(C1=CC=CC(O)=C1C/2)C2=C(C3=CC=NC=C3)/[H],4.657577319,Inactive,237.27,1,3,1,3,2.389,50.19,0.212546,-783.4079301,4.7283,-0.236,-0.08661,0.14939,"Aromatase inhibitors. Syntheses and structure-activity studies of novel pyridyl-substituted indanones, indans, and tetralins",J Med Chem. 1994;37(9):1275-87
349,Non-Steroid,O=C1C(CC2=CC=NC=C2)CC3=CC=CC=C31,4.769551079,Inactive,223.29,2,3,0,2,2.696,29.96,0.186071467,-709.4105757,3.5872,-0.24478,-0.05979,0.18499,"Aromatase inhibitors. Syntheses and structure-activity studies of novel pyridyl-substituted indanones, indans, and tetralins",J Med Chem. 1994;37(9):1275-88
350,Non-Steroid,O=C1C(CC2=CC=NC=C2)CC3=C(OC)C=CC=C31,4.853871964,Inactive,253.32,3,3,0,3,2.679,39.19,0.198870853,-823.926897,3.052,-0.23566,-0.05835,0.17731,"Aromatase inhibitors. Syntheses and structure-activity studies of novel pyridyl-substituted indanones, indans, and tetralins",J Med Chem. 1994;37(9):1275-89
351,Non-Steroid,O=C1C(CC2=CC=NC=C2)CC3=CC(OC)=CC=C31,5.468521083,Inactive,253.32,3,3,0,3,2.679,39.19,0.206948853,-823.93573,4.7794,-0.23415,-0.04894,0.18521,"Aromatase inhibitors. Syntheses and structure-activity studies of novel pyridyl-substituted indanones, indans, and tetralins",J Med Chem. 1994;37(9):1275-90
352,Non-Steroid,O=C1C(CC2=CC=NC=C2)CC3=C(O)C=CC=C31,5.37675071,Inactive,239.29,2,3,1,3,2.428,50.19,0.213151323,-784.6262362,2.2178,-0.23583,-0.05992,0.17591,"Aromatase inhibitors. Syntheses and structure-activity studies of novel pyridyl-substituted indanones, indans, and tetralins",J Med Chem. 1994;37(9):1275-91
353,Non-Steroid,O=C1C(CC2=CC=NC=C2)CC3=CC(O)=CC=C31,5.031517051,Inactive,239.29,2,3,1,3,2.428,50.19,0.220858581,-784.6290999,4.1181,-0.23867,-0.05116,0.18751,"Aromatase inhibitors. Syntheses and structure-activity studies of novel pyridyl-substituted indanones, indans, and tetralins",J Med Chem. 1994;37(9):1275-92
354,Non-Steroid,C12=CC=CC=C1CC(CC3=CC=NC=C3)C2,5.619788758,Inactive,209.31,2,3,0,1,3.477,12.89,0.168165097,-635.3902568,2.3984,-0.23245,-0.02054,0.21191,"Aromatase inhibitors. Syntheses and structure-activity studies of novel pyridyl-substituted indanones, indans, and tetralins",J Med Chem. 1994;37(9):1275-93
355,Non-Steroid,COC1=C(CC(CC2=CC=NC=C2)C3)C3=CC=C1,5.193820026,Inactive,239.34,3,3,0,2,3.46,22.12,0.183737257,-749.9124782,3.6735,-0.21468,-0.01845,0.19623,"Aromatase inhibitors. Syntheses and structure-activity studies of novel pyridyl-substituted indanones, indans, and tetralins",J Med Chem. 1994;37(9):1275-94
356,Non-Steroid,COC1=CC=C2C(CC(CC3=CC=NC=C3)C2)=C1,6.619788758,Active,239.34,3,3,0,2,3.46,22.12,0.191171771,-749.9114886,2.7154,-0.20979,-0.01932,0.19047,"Aromatase inhibitors. Syntheses and structure-activity studies of novel pyridyl-substituted indanones, indans, and tetralins",J Med Chem. 1994;37(9):1275-95
357,Non-Steroid,OC1=C(CC(CC2=CC=NC=C2)C3)C3=CC=C1,6,Inactive,225.31,2,3,1,2,3.209,33.12,0.195660656,-710.6052826,2.0407,-0.21773,-0.02312,0.19461,"Aromatase inhibitors. Syntheses and structure-activity studies of novel pyridyl-substituted indanones, indans, and tetralins",J Med Chem. 1994;37(9):1275-96
358,Non-Steroid,OC1=CC=C2C(CC(CC3=CC=NC=C3)C2)=C1,5.721246399,Inactive,225.31,2,3,1,2,3.209,33.12,0.202814438,-710.6050215,3.2848,-0.21195,-0.02046,0.19149,"Aromatase inhibitors. Syntheses and structure-activity studies of novel pyridyl-substituted indanones, indans, and tetralins",J Med Chem. 1994;37(9):1275-97
359,Non-Steroid,C12=CC=CC=C1CC(CC3=CC=NC=C3)CC2,5.920818754,Inactive,223.34,2,3,0,1,3.933,12.89,0.167613412,-674.7063818,2.7114,-0.23429,-0.01906,0.21523,"Aromatase inhibitors. Syntheses and structure-activity studies of novel pyridyl-substituted indanones, indans, and tetralins",J Med Chem. 1994;37(9):1275-98
360,Non-Steroid,COC1=C(CCC(CC2=CC=NC=C2)C3)C3=CC=C1,6.229147988,Active,253.37,3,3,0,2,3.916,22.12,0.180305447,-789.2312886,3.4452,-0.21133,-0.01837,0.19296,"Aromatase inhibitors. Syntheses and structure-activity studies of novel pyridyl-substituted indanones, indans, and tetralins",J Med Chem. 1994;37(9):1275-99
361,Non-Steroid,COC1=CC=C2C(CCC(CC3=CC=NC=C3)C2)=C1,6.638272164,Active,253.37,3,3,0,2,3.916,22.12,0.188273632,-789.2286469,2.4032,-0.21,-0.01786,0.19214,"Aromatase inhibitors. Syntheses and structure-activity studies of novel pyridyl-substituted indanones, indans, and tetralins",J Med Chem. 1994;37(9):1275-100
362,Non-Steroid,COC1=CC=C(CCC(CC2=CC=NC=C2)C3)C3=C1,5.366531544,Inactive,253.37,3,3,0,2,3.916,22.12,0.187329,-789.2305248,3.0409,-0.20872,-0.01952,0.1892,"Aromatase inhibitors. Syntheses and structure-activity studies of novel pyridyl-substituted indanones, indans, and tetralins",J Med Chem. 1994;37(9):1275-101
363,Non-Steroid,OC1=C(CCC(CC2=CC=NC=C2)C3)C3=CC=C1,6.27572413,Active,239.34,2,3,1,2,3.665,33.12,0.193004629,-749.9237288,2.9254,-0.21325,-0.02227,0.19098,"Aromatase inhibitors. Syntheses and structure-activity studies of novel pyridyl-substituted indanones, indans, and tetralins",J Med Chem. 1994;37(9):1275-102
364,Non-Steroid,OC1=CC=C2C(CCC(CC3=CC=NC=C3)C2)=C1,6.124938737,Active,239.34,2,3,1,2,3.665,33.12,0.198731229,-749.9222541,2.0211,-0.21288,-0.01859,0.19429,"Aromatase inhibitors. Syntheses and structure-activity studies of novel pyridyl-substituted indanones, indans, and tetralins",J Med Chem. 1994;37(9):1275-103
365,Non-Steroid,OC1=CC=C(CCC(CC2=CC=NC=C2)C3)C3=C1,5.886056648,Inactive,239.34,2,3,1,2,3.665,33.12,0.197520029,-749.9239565,3.7105,-0.211,-0.01935,0.19165,"Aromatase inhibitors. Syntheses and structure-activity studies of novel pyridyl-substituted indanones, indans, and tetralins",J Med Chem. 1994;37(9):1275-104
374,Non-Steroid,[H][C@@]1(C2=CC=C(C#N)C=C2)CCCC3=CN=CN13,8.49,Active,223.3,1,3,0,2,2.271,41.61,0.203041367,-705.563887,5.4966,-0.21988,-0.05834,0.16154,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-88
375,Non-Steroid,[H][C@]1(C2=CC=C(C#N)C=C2)CCCC3=CN=CN13,6.17,Active,223.3,1,3,0,2,2.271,41.61,0.2024048,-705.5644837,5.6807,-0.21834,-0.0611,0.15724,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-89
376,Non-Steroid,C=C(N1C=NC=C1)C2=CC=C(C#N)C=C2,9.15,Active,195.24,2,2,0,2,1.635,41.61,0.20268925,-626.9079095,3.0932,-0.23773,-0.07807,0.15966,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-90
377,Non-Steroid,N#CC(C=C1)=CC2=C1C(N3C=NC=C3)=CCC2,8.54,Active,221.28,1,3,0,2,2.152,41.61,0.2012385,-704.3422045,5.3357,-0.22991,-0.07503,0.15488,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-91
378,Non-Steroid,N#CC(C=C1)=CC=C1C2(C3=CC=C(C#N)C=C3)CCCC4=CN=CN24,6.63,Active,324.41,2,4,0,3,3.59,65.4,0.202483,-1028.846633,5.4767,-0.22807,-0.0683,0.15977,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-92
379,Non-Steroid,[H]C(C1=CC=C(C#N)C=C1)(N2C=NC=C2)C3=CC=C(C#N)C=C3,8.46,Active,284.34,3,3,0,3,2.877,65.4,0.188232941,-912.1086278,2.251,-0.2405,-0.07439,0.16611,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-93
380,Non-Steroid,BrC(C=C1)=CC=C1/N=C(N2C=NC=C2)\C3=CC=C(C#N)C=C3,8.11,Active,351.22,3,3,0,3,3.836,53.97,0.19710203,-3445.110899,1.498,-0.23426,-0.09809,0.13617,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-94
381,Non-Steroid,N#CC(C=C1)=C2C(C=CC=C2)=C1CN3C=NC=C3,8.7,Active,233.29,2,3,0,2,2.294,41.61,0.177885655,-742.4625545,4.8996,-0.23204,-0.07774,0.1543,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-95
382,Non-Steroid,CC1=C(C)OC2=C(C#N)C=CC(CN3C=NC=C3)=C21,8.46,Active,251.31,2,3,0,3,2.321,54.75,0.217858844,-818.8847634,6.1509,-0.2309,-0.05935,0.17155,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-96
383,Non-Steroid,N#CC1=CC=CC=C1CN2C=NC=C2,6.52,Active,183.23,2,2,0,2,1.386,41.61,0.188362435,-588.818899,7.0467,-0.22319,-0.06486,0.15833,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-97
385,Non-Steroid,BrC(C=C1)=CC=C1CN2C=NC=C2,7.07,Active,237.11,2,2,0,1,2.255,17.82,0.168551545,-3067.682367,3.1738,-0.22666,-0.02759,0.19907,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-98
386,Non-Steroid,O=C(C(C=C1)=CC=C1CN2C=NC=C2)C3=CC=CC=C3,8,Active,262.33,4,3,0,2,2.911,34.89,0.174094029,-840.9610793,5.9121,-0.22543,-0.06997,0.15546,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-99
387,Non-Steroid,O=[N+](C(C=C1)=CC=C1CN2C=NC=C2)[O-],8.26,Active,203.22,3,2,0,3,1.401,63.64,0.211058333,-701.0784952,4.0308,-0.23523,-0.09585,0.13938,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-100
388,Non-Steroid,N#CC(C=C1)=CC=C1CN2C=NC=C2,8,Active,183.23,2,2,0,2,1.386,41.61,0.189839652,-588.8203971,3.9609,-0.23373,-0.06177,0.17196,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-101
389,Non-Steroid,CC(C1=CC=C(C#N)C=C1)(C)N2C=NC=C2,7.68,Active,211.29,2,2,0,2,1.968,41.61,0.201296552,-667.4453331,5.6411,-0.22724,-0.05952,0.16772,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-102
390,Non-Steroid,N#CC(C=C1)=CC=C1C2(CCCC2)N3C=NC=C3,8.12,Active,237.33,2,3,0,2,2.644,41.61,0.189762848,-744.8593718,5.9907,-0.22693,-0.05791,0.16902,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-103
391,Non-Steroid,N#CC(C=C1)=CC=C1C(C2=CC=C(C#N)C=C2)N3C=NC=N3,7.96,Active,285.33,3,3,0,4,2.749,78.29,0.200074212,-928.1439239,2.0553,-0.27418,-0.07429,0.19989,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-104
392,Non-Steroid,N#CC(C=C1)=CC=C1C(C2=CC=C(C#N)C=C2)N3N=NC=C3,7.92,Active,285.33,3,3,0,4,2.966,78.29,0.177799606,-928.1191646,1.8479,-0.27153,-0.0776,0.19393,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-105
393,Non-Steroid,N#CC(C=C1)=CC=C1C(C2=CC=C(C#N)C=C2)N3N=NC=N3,9,Active,286.32,3,3,0,5,2.839,91.18,0.188937406,-944.1537878,4.3211,-0.27308,-0.07654,0.19654,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-106
394,Non-Steroid,N#CC(C=C1)=CC=C1C(C2=CN=CN=C2)C3=CC=C(C#N)C=C3,7.15,Active,296.35,3,3,0,4,3.068,73.36,0.190733086,-950.2210109,3.4471,-0.26624,-0.07124,0.195,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-107
395,Non-Steroid,N#CC(C=C1)=CC=C1C(C2=CN=CC=C2)C3=CC=C(C#N)C=C3,7.91,Active,295.36,3,3,0,3,3.696,60.47,0.182077694,-934.1828206,5.7852,-0.25992,-0.06559,0.19433,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-108
396,Non-Steroid,N#CC(C=C1)=CC=C1/C(N2C=NC=N2)=C3CCCCC/3,7.67,Active,264.36,2,3,0,3,3.353,54.5,0.198551389,-838.3116475,5.9722,-0.2432,-0.06611,0.17709,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-109
398,Non-Steroid,N#CC(C=C1)=CC=C1C(N2C=NC=N2)(CC)C3=CC=C(C#N)C=C3,7.74,Active,313.39,4,3,0,4,3.478,78.29,0.202363077,-1006.765014,3.5741,-0.27269,-0.07591,0.19678,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-110
399,Non-Steroid,FC(C1=CC=C(C#N)C=C1)(N2C=NC=N2)C3=CC=C(C#N)C=C3,7.89,Active,303.32,3,3,0,5,3.056,78.29,0.210161,-1027.378804,2.1414,-0.27532,-0.08285,0.19247,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-111
400,Non-Steroid,FC(C1=CC=C(C#N)C=C1)(N2N=NC=C2)C3=CC=C(C#N)C=C3,7.68,Active,303.32,3,3,0,5,3.272,78.29,0.188824212,-1027.350748,3.8763,-0.27382,-0.08367,0.19015,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-112
401,Non-Steroid,FC(C1=CC=C(C#N)C=C1)(N2N=NC=N2)C3=CC=C(C#N)C=C3,7.52,Active,304.31,3,3,0,6,3.145,91.18,0.19683025,-1043.382901,3.0501,-0.27773,-0.08019,0.19754,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-113
402,Non-Steroid,FC(C1=CC=C(C#N)C=C1)(N2C=NC=C2)C3=CC=C(C#N)C=C3,8.24,Active,302.33,3,3,0,4,3.183,65.4,0.200681824,-1011.343457,1.6544,-0.24563,-0.0819,0.16373,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-114
403,Non-Steroid,O=C1C2=C(C=CC=C2)CC/C1=C\C3=CC=NC=C3,5.03,Inactive,235.3,1,3,0,2,3.112,29.96,0.182274419,-747.5029346,3.548,-0.24771,-0.07977,0.16794,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-115
404,Non-Steroid,O=C1C2=C(C(OC)=CC=C2)CC/C1=C\C3=CC=NC=C3,5.2,Inactive,265.33,2,3,0,3,3.096,39.19,0.195728114,-862.0251136,5.0585,-0.22698,-0.07597,0.15101,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-116
405,Non-Steroid,O=C1C2=C(C=C(OC)C=C2)CC/C1=C\C3=CC=NC=C3,5.05,Inactive,265.33,2,3,0,3,3.096,39.19,0.204739486,-862.0281043,4.7074,-0.23055,-0.07304,0.15751,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-117
407,Non-Steroid,O=C1C2=C(C(O)=CC=C2)CC/C1=C\C3=CC=NC=C3,6.16,Active,251.3,1,3,1,3,2.845,50.19,0.208318344,-822.7187218,4.7333,-0.23075,-0.07761,0.15314,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-118
408,Non-Steroid,O=C1C2=C(C=C(O)C=C2)CC/C1=C\C3=CC=NC=C3,5.06,Inactive,251.3,1,3,1,3,2.845,50.19,0.216879813,-822.7217322,4.0482,-0.23475,-0.07441,0.16034,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-119
410,Non-Steroid,O=C1C2=C(C=CC=C2)CC/C1=C/C3=CC=NC=C3,4.92,Inactive,235.3,1,3,0,2,3.112,29.96,0.182982581,-747.4997003,5.2738,-0.24209,-0.08146,0.16063,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-120
411,Non-Steroid,O=C1C2=C(C(CCCC3)=C3C=C2)CC/C1=C\C4=CC=NC=C4,5,Inactive,289.4,1,4,0,2,4.626,29.96,0.186080927,-903.5590054,4.5863,-0.24081,-0.07481,0.166,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-121
412,Non-Steroid,O=C1C2=C(C=CC(OC)=C2)CC/C1=C\C3=CC=NC=C3,5.02,Inactive,265.33,2,3,0,3,3.096,39.19,0.202721086,-862.0262968,2.7926,-0.22474,-0.07888,0.14586,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-122
414,Non-Steroid,O=C1C2=C(C=CC(O)=C2)CC/C1=C\C3=CC=NC=C3,6.68,Active,251.3,1,3,1,3,2.845,50.19,0.215530438,-822.719563,2.3591,-0.22867,-0.08095,0.14772,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-123
416,Non-Steroid,O=C1C2=C(C=CC=C2)C/C1=C([H])\C3=CC=NC=C3,4.6,Inactive,221.27,1,3,0,2,2.656,29.96,0.184246536,-708.1912819,3.4669,-0.24888,-0.08897,0.15991,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-124
417,Non-Steroid,O=C1C2=C(C=CC=C2)C/C1=C(C3=CC=NC=C3)\[H],5.26,Inactive,221.27,1,3,0,2,2.656,29.96,0.184245857,-708.1912819,3.467,-0.24888,-0.08897,0.15991,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-125
418,Non-Steroid,O=C1C2=C(C(OC)=CC=C2)C/C1=C(C3=CC=NC=C3)/[H],4.64,Inactive,251.3,2,3,0,3,2.64,39.19,0.199127844,-822.7146649,5.003,-0.23213,-0.08504,0.14709,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-126
419,Non-Steroid,O=C1C2=C(C(OC)=CC=C2)C/C1=C(C3=CC=NC=C3)\[H],5.43,Inactive,251.3,2,3,0,3,2.64,39.19,0.199127844,-822.7146649,5.003,-0.23213,-0.08504,0.14709,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-127
420,Non-Steroid,O=C1C2=C(C=C(OC)C=C2)C/C1=C(C3=CC=NC=C3)/[H],5.32,Inactive,251.3,2,3,0,3,2.64,39.19,0.208581281,-822.7160604,4.9274,-0.23324,-0.0827,0.15054,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-128
421,Non-Steroid,O=C1C2=C(C=C(OC)C=C2)C/C1=C([H])/C3=CC=NC=C3,5.2,Inactive,251.3,2,3,0,3,2.64,39.19,0.208580844,-822.7160605,4.9274,-0.23324,-0.0827,0.15054,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-129
422,Non-Steroid,O=C1C2=C(C=C(O)C=C2)C/C1=C(C3=CC=NC=C3)/[H],4.66,Inactive,237.27,1,3,1,3,2.389,50.19,0.222192138,-783.409728,4.2716,-0.23755,-0.08395,0.1536,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-130
424,Non-Steroid,ClC1=CC=C(C(N2C=NC=C2)C3=CC=C(N=CN4)C4=C3)C=C1,7.35,Active,308.79,3,4,1,2,3.299,46.5,0.1968026,-1334.83824,6.4389,-0.21978,-0.02926,0.19052,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-131
425,Non-Steroid,ClC1=CC=C(C(N2C=NC=N2)([H])C3=CC=C(N=NN4C)C4=C3)C=C1,8.85,Active,324.8,3,4,0,4,3.467,61.42,0.191999194,-1406.192084,2.5151,-0.24149,-0.05234,0.18915,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-132
426,Non-Steroid,[H]C(C1=CC=C(Cl)C=C1)(N2C=NC=N2)C3=CC(N=NN4C)=C4C=C3,8.4,Active,324.8,3,4,0,4,3.467,61.42,0.190914111,-1406.191876,6.3051,-0.24381,-0.05295,0.19086,Comparative molecular field analysis of non-steroidal aromatase inhibitors: an extended model for two different structural classes,Bioorg Med Chem. 1998;6(4):377-133
427,Non-Steroid,CC(C)(C1=CC=C(CN(N2C=NC=C2)CC3=CC=CC4=C3C=CC=C4)C=C1)C,5.338187314,Inactive,369.55,6,4,0,2,5.61,21.06,0.170941545,-1133.14617,3.6266,-0.21249,-0.03948,0.17301,CYP19 (aromatase): exploring the scaffold flexibility for novel selective inhibitors,Bioorg Med Chem. 2008;16(18):8349-58
428,Non-Steroid,ClC1=CC=C(CN(N2C=NC=C2)CC3=CC=CC4=C3C=CC=C4)C(Cl)=C1,5.397940009,Inactive,382.31,5,4,0,2,5.538,21.06,0.15069186,-1895.079885,4.068,-0.21484,-0.04267,0.17217,CYP19 (aromatase): exploring the scaffold flexibility for novel selective inhibitors,Bioorg Med Chem. 2008;16(18):8349-59
429,Non-Steroid,CC(C)(C)C(C=C1)=CC=C1CN(CC2=CC=C(C3=CC=CC=C3)C=C2)N4C=NC=C4,5.665546249,Inactive,395.59,7,4,0,2,6.22,21.06,0.169590356,-1210.564907,4.3466,-0.2177,-0.02981,0.18789,CYP19 (aromatase): exploring the scaffold flexibility for novel selective inhibitors,Bioorg Med Chem. 2008;16(18):8349-60
430,Non-Steroid,N1(N(CC2=CC=CC=C2)CC3=CC=C(C4=CC=CC=C4)C=C3)C=NC=C1,5.920818754,Inactive,339.47,6,4,0,2,4.819,21.06,0.155455553,-1053.310822,4.0702,-0.221,-0.02946,0.19154,CYP19 (aromatase): exploring the scaffold flexibility for novel selective inhibitors,Bioorg Med Chem. 2008;16(18):8349-61
